tree_id,latitude,longitude
245661,40.76260359,-73.9711851
245660,40.76255678,-73.97107477
246856,40.75890186,-73.97988601
246852,40.75910879,-73.98037528
246854,40.75894963,-73.97999894
246851,40.75917256,-73.98052607
171670,40.76071635,-73.98642929
246853,40.75905502,-73.98024815
246860,40.75872789,-73.97947466
246857,40.75884223,-73.979745
246855,40.75892481,-73.97994027
246859,40.75878366,-73.97960652
246858,40.75881528,-73.97968128
246868,40.75824306,-73.97832831
246861,40.75869881,-73.97940589
246870,40.75818569,-73.97819267
246865,40.7585826,-73.97913113
246866,40.75855579,-73.97906773
246863,40.75863664,-73.97925889
246869,40.75821411,-73.97825986
246867,40.75827334,-73.97839992
245606,40.76205974,-73.97159887
246862,40.75866772,-73.97933239
245605,40.76208532,-73.97165946
245607,40.76198753,-73.97142781
245608,40.76195914,-73.97136059
246872,40.75813072,-73.97806271
164399,40.74707583,-73.98517792
246871,40.75815353,-73.97811665
147347,40.74874647,-73.99490632
246873,40.75809643,-73.97798164
245633,40.76204939,-73.97066051
245635,40.76219123,-73.97055775
246754,40.76086021,-73.98287384
244170,40.75644173,-73.97859061
244172,40.75635654,-73.97865428
244174,40.75621837,-73.97875754
244171,40.75639233,-73.97862753
244173,40.75625536,-73.9787299
244169,40.75647514,-73.97856564
245634,40.76212872,-73.97060304
244130,40.75725056,-73.98209191
270058,40.76093736,-73.98112103
246864,40.75860902,-73.97919359
223176,40.76032231,-73.98325829
244140,40.75694435,-73.98136015
244133,40.75718479,-73.98193474
244131,40.75723217,-73.98204795
244138,40.75698828,-73.98146514
223175,40.76036354,-73.98335617
244137,40.7570166,-73.98153281
244139,40.75697426,-73.98143161
244141,40.75693072,-73.98132757
244132,40.7572053,-73.98198376
244134,40.75707297,-73.98166752
244135,40.75705934,-73.98163495
244136,40.7570305,-73.98156601
270057,40.76097454,-73.98120948
171677,40.75978921,-73.98616415
270059,40.76090044,-73.9810332
270062,40.76060231,-73.98032398
270061,40.76068292,-73.98051574
270063,40.7605719,-73.98025164
270060,40.76074533,-73.98066422
270141,40.75970971,-73.97820285
270143,40.7595602,-73.97784671
242383,40.76640273,-73.97769753
246753,40.76090021,-73.98296891
270147,40.7593608,-73.97737176
242387,40.76593563,-73.9765114
242388,40.7659041,-73.97643615
242386,40.76596649,-73.97658507
242389,40.76587139,-73.97635805
242384,40.76623214,-73.97729028
242385,40.76617386,-73.97715115
270146,40.75943098,-73.97753893
270142,40.75967907,-73.97812985
270140,40.75974221,-73.97828027
270148,40.75927696,-73.97717205
270145,40.75947848,-73.97765206
270144,40.75951907,-73.97774875
244176,40.75614416,-73.978813
244175,40.75618162,-73.978785
244177,40.7561086,-73.97883958
242382,40.76645797,-73.97782938
271442,40.75878965,-73.97767438
271441,40.75875631,-73.97759591
271443,40.75881589,-73.97773614
271451,40.759153,-73.97852959
271447,40.75893933,-73.97802667
271457,40.75950564,-73.9793596
271459,40.75957767,-73.97952913
271453,40.75922423,-73.97869723
271445,40.75887306,-73.97787069
271454,40.75940818,-73.97913019
271438,40.75866581,-73.9773829
271458,40.75954018,-73.9794409
271460,40.75960846,-73.97960161
271448,40.75897347,-73.97810702
271444,40.75884481,-73.9778042
271449,40.75901363,-73.97820156
271450,40.75904818,-73.97828285
271452,40.75918902,-73.97861435
271440,40.75872994,-73.97753384
271456,40.75946776,-73.97927042
271455,40.75943911,-73.97920299
171676,40.75967273,-73.98588669
270150,40.75919099,-73.97696728
299980,40.762244,-73.97422318
299983,40.76190332,-73.97341042
299986,40.76182408,-73.97322138
300026,40.75875499,-73.97786778
299985,40.76185058,-73.97328461
300030,40.75911405,-73.97872407
300024,40.75869986,-73.97773629
299984,40.76187682,-73.9733472
299981,40.76223062,-73.97419125
300023,40.75858454,-73.9774613
300025,40.75872716,-73.9778014
300027,40.75878217,-73.97793258
300029,40.75908091,-73.97864505
271625,40.76026183,-73.98116282
271627,40.76033627,-73.98134009
300028,40.75881398,-73.97800844
271624,40.76022508,-73.98107529
271622,40.76011349,-73.98080954
271439,40.75870129,-73.9774664
271446,40.75890278,-73.97794064
300010,40.76165911,-73.97312685
300011,40.76170183,-73.97322695
300012,40.76174374,-73.97332516
271623,40.76015051,-73.9808977
299982,40.76192929,-73.97347238
271621,40.76007594,-73.98072011
271626,40.76029938,-73.98125224
271628,40.76037342,-73.98142857
300013,40.76180904,-73.97347814
299987,40.76179757,-73.97315815
271630,40.76052561,-73.98179101
271629,40.76044799,-73.98160615
271631,40.76056926,-73.98189497
270149,40.7592219,-73.97704091
295668,40.76209497,-73.97262043
295667,40.76212551,-73.97259834
295672,40.76197015,-73.97271072
295670,40.76202931,-73.97266793
295669,40.76206539,-73.97264183
295666,40.76216111,-73.97257259
301225,40.75867753,-73.97963628
301224,40.75897138,-73.98033415
301223,40.75900728,-73.98041941
182287,40.74627292,-73.99287694
182288,40.74620025,-73.99270337
301232,40.75844537,-73.97908493
301235,40.75827171,-73.97867252
301227,40.75862142,-73.97950302
301229,40.7585294,-73.9792845
301233,40.75832783,-73.97880578
301231,40.75847329,-73.97915124
299988,40.76176524,-73.97308102
299989,40.76173953,-73.97301969
301236,40.75824246,-73.97860305
301234,40.75829964,-73.97873884
301226,40.75864668,-73.97956302
301230,40.75850015,-73.97921503
301228,40.75855786,-73.97935208
300031,40.75915063,-73.97881131
300036,40.75930027,-73.97916818
300035,40.7592674,-73.97908979
300032,40.75918045,-73.97888243
300040,40.75961677,-73.97992301
300041,40.75972677,-73.98018537
300037,40.75947866,-73.97959364
300039,40.75956906,-73.97980922
300038,40.75953566,-73.97972956
300033,40.75921094,-73.97895513
300034,40.75923877,-73.97902151
301238,40.75816614,-73.9784218
301239,40.75813289,-73.97834285
295671,40.76200046,-73.9726888
300014,40.76105922,-73.97362551
304073,40.75493441,-73.98819811
304074,40.75498905,-73.98832748
295673,40.76193432,-73.97273664
301237,40.758193,-73.97848558
300015,40.76102406,-73.97354218
295675,40.7618689,-73.97278396
295674,40.76189897,-73.97276222
450619,40.74722421,-73.98361805
450620,40.74729873,-73.98379523
450715,40.74700801,-73.98694274
450714,40.74693464,-73.98676886
455621,40.76069483,-73.97278407
450713,40.74690188,-73.98669122
482062,40.74560298,-73.98389612
448911,40.76464835,-73.98236526
487955,40.76081839,-73.97354611
487957,40.7609068,-73.9734804
482064,40.74567642,-73.98407119
487954,40.76054262,-73.97375104
487944,40.7605189,-73.97437338
487956,40.76086188,-73.97351379
487943,40.7605499,-73.97444736
487945,40.76049691,-73.9743209
487947,40.76039421,-73.97407584
487946,40.76041991,-73.97413717
487948,40.76036877,-73.97401514
482063,40.74564169,-73.9839884
482065,40.74570691,-73.98414388
502304,40.76211804,-73.97613073
502305,40.76214823,-73.97620242
524777,40.76575068,-73.9761016
524776,40.76573751,-73.9760701
524773,40.76533894,-73.97518836
524775,40.76570549,-73.97599356
524772,40.76528919,-73.97506943
524774,40.76567268,-73.97591512
502299,40.76311587,-73.97629128
502298,40.76309874,-73.97625052
502301,40.7633786,-73.97691655
502297,40.76308228,-73.97621135
502300,40.76325155,-73.97661418
502293,40.76256861,-73.97498895
502296,40.76303767,-73.97610519
502295,40.76262411,-73.97512102
502294,40.76259888,-73.97506099
487949,40.76034466,-73.97395761
502309,40.76243189,-73.97687597
502306,40.7622356,-73.97640988
502307,40.76226752,-73.97648567
502308,40.76234146,-73.97666124
502310,40.76249094,-73.97701618
20995,40.76408584,-73.97722365
36909,40.76142854,-73.97840157
21165,40.76580667,-73.9809619
20998,40.76375653,-73.97745939
21000,40.7637141,-73.97748977
21166,40.76577978,-73.98089813
20997,40.76404727,-73.97725126
21050,40.76638953,-73.97952589
36914,40.7612276,-73.97791948
36911,40.7613251,-73.9781534
36968,40.76137303,-73.97798668
36915,40.76119435,-73.97783971
36917,40.76112759,-73.97767955
21047,40.766599,-73.9793751
36944,40.76140796,-73.9763875
36941,40.76130488,-73.97614238
36942,40.76133702,-73.97621882
36744,40.75967003,-73.97782883
21112,40.76491628,-73.97837454
20973,40.76371174,-73.97552344
21025,40.76602204,-73.9795195
21167,40.76575288,-73.98083436
36916,40.76116136,-73.97776058
20996,40.76406704,-73.97723711
21241,40.76692958,-73.97948015
36967,40.76140747,-73.97806806
36913,40.76125992,-73.97799703
21026,40.76597678,-73.97955357
21240,40.76710155,-73.97989136
36918,40.7610946,-73.97760041
21114,40.76482492,-73.97815635
21046,40.76665871,-73.97933211
21049,40.76645069,-73.97948187
21175,40.76135273,-73.97525444
20999,40.76373483,-73.97747493
21239,40.76715512,-73.98001947
36940,40.76126741,-73.9760533
21196,40.76636429,-73.98012235
36946,40.76148129,-73.97656187
36951,40.76171523,-73.97711814
21048,40.76651329,-73.9794368
21111,40.76500764,-73.97859273
36910,40.76135755,-73.97823127
36912,40.76129264,-73.97807553
36939,40.76123208,-73.97596927
21115,40.76479843,-73.97809311
36943,40.76136891,-73.97629463
36947,40.76151317,-73.97663768
21235,40.76750368,-73.98085297
21234,40.7676275,-73.98114904
21236,40.76745421,-73.98073466
36950,40.76167697,-73.97702716
36949,40.76157827,-73.97679246
21177,40.76117978,-73.97538169
21160,40.76227743,-73.97624697
21084,40.76379653,-73.98179467
36938,40.76120152,-73.97589662
21158,40.76243976,-73.97663134
36907,40.76153382,-73.97865417
36908,40.76148289,-73.97853198
21156,40.76287823,-73.97766957
36948,40.76154506,-73.97671349
21157,40.76255811,-73.97691157
21163,40.7618824,-73.97531163
21162,40.76201327,-73.97562152
21164,40.76183628,-73.97520244
21223,40.76477129,-73.97852069
21155,40.76293714,-73.97780906
20974,40.76367059,-73.97542466
21222,40.76474475,-73.97845749
36823,40.76025933,-73.97757231
21265,40.76444748,-73.97945037
21161,40.76210444,-73.97583736
37939,40.7640891,-73.98442661
21224,40.7648602,-73.97873241
21213,40.76746653,-73.98153757
21299,40.76391923,-73.97761873
36821,40.76031559,-73.97770546
36860,40.76008792,-73.97687768
38054,40.76573389,-73.98343318
36866,40.76082668,-73.97861939
21159,40.76231075,-73.97632586
36827,40.76010893,-73.97721641
21211,40.76719751,-73.98157645
21113,40.76485007,-73.97821643
36952,40.7617774,-73.97726597
36822,40.76028919,-73.97764299
36782,40.75898713,-73.97698741
36953,40.76181194,-73.9773481
20952,40.76403158,-73.97457411
36781,40.75909617,-73.97690959
36783,40.75878786,-73.97712961
36820,40.76034986,-73.97778655
36864,40.76076076,-73.97846397
21266,40.76441956,-73.97938405
20975,40.7636334,-73.97533538
20961,40.76439761,-73.97545385
21083,40.76374996,-73.98168333
36863,40.76027432,-73.97731712
20976,40.76360387,-73.97526446
36970,40.76129241,-73.97779618
20983,40.76300125,-73.97429888
36861,40.76015184,-73.97702836
36865,40.76079392,-73.97854216
36974,40.76092278,-73.97692281
36979,40.76056476,-73.97607689
20953,40.76406136,-73.97464568
20960,40.76434253,-73.97532148
20957,40.76427428,-73.97515744
21029,40.76583385,-73.97966118
36906,40.76158528,-73.97877762
20977,40.76358092,-73.97520938
20950,40.76397124,-73.97442908
20956,40.76415359,-73.97486736
36862,40.76021281,-73.97717211
20986,40.76358037,-73.97568198
20985,40.76311644,-73.97457398
36972,40.7611983,-73.97757381
36973,40.76112995,-73.97741232
20984,40.76305844,-73.97443548
20951,40.76400128,-73.97450128
20958,40.76429721,-73.97521254
36883,40.75742483,-73.97832527
20962,40.76443002,-73.97553176
36824,40.76022986,-73.97750258
38006,40.76495051,-73.98400325
21027,40.76592914,-73.97958944
36784,40.75867448,-73.97721053
36868,40.76095277,-73.97891667
36975,40.76089768,-73.97686351
36976,40.76087019,-73.97679854
20955,40.76412302,-73.97479389
36869,40.76100679,-73.97904403
21267,40.76429587,-73.97909037
36969,40.76133859,-73.97790531
37982,40.7621193,-73.98205848
36978,40.76061388,-73.97619296
20959,40.7643204,-73.97526828
36889,40.75803835,-73.97978224
36971,40.76123901,-73.97767001
36867,40.76089956,-73.9787912
21028,40.76588149,-73.97962531
21261,40.76191749,-73.97734262
20954,40.76409167,-73.97471852
36885,40.75774887,-73.9790948
36887,40.75796681,-73.97961236
36826,40.76014893,-73.97731106
20987,40.76398525,-73.97664897
21255,40.7616264,-73.97665013
21242,40.76634878,-73.9797581
36891,40.75811786,-73.97997108
21247,40.76119745,-73.97562974
21246,40.76114858,-73.97551348
36890,40.75806308,-73.97984098
21264,40.76211231,-73.97780607
21253,40.76155495,-73.97648017
36884,40.75746099,-73.97841116
37986,40.76197127,-73.98170826
36892,40.75818275,-73.98012518
21250,40.7614596,-73.97625335
21252,40.76152494,-73.97640878
37985,40.76200328,-73.98178399
21256,40.76168589,-73.97679166
21258,40.76176478,-73.97697932
21171,40.7656099,-73.98049531
36825,40.76017573,-73.97737448
38566,40.7609794,-73.98419891
38625,40.76201717,-73.98614386
36870,40.76106121,-73.97917233
36888,40.75799819,-73.97968688
37981,40.7621569,-73.98214745
37984,40.76204088,-73.98187296
21257,40.76172308,-73.97688012
36886,40.75778199,-73.97917343
36893,40.75835547,-73.98053537
37983,40.76208143,-73.98196887
38608,40.76188004,-73.98529037
21172,40.76555398,-73.98036272
21262,40.76198575,-73.977505
21248,40.76137567,-73.97605369
20982,40.76338918,-73.97474905
20978,40.7635556,-73.97514859
21176,40.76126698,-73.97531754
36945,40.76144835,-73.97648353
37963,40.76395749,-73.98473175
36839,40.7580504,-73.9776564
38007,40.76502028,-73.98395287
21263,40.76206517,-73.97769392
36838,40.75816632,-73.97757407
21169,40.7656991,-73.98070682
36859,40.75743815,-73.97811389
21259,40.76182719,-73.9771278
20979,40.76352263,-73.97506944
21260,40.76186942,-73.97722826
38008,40.76506936,-73.98391743
21254,40.76158948,-73.97656231
36858,40.75758611,-73.97800629
21170,40.7656722,-73.98064305
21051,40.76263997,-73.97544024
36898,40.75859415,-73.98110219
36894,40.75842143,-73.980692
36896,40.75847355,-73.98081578
21168,40.76572599,-73.98077059
38005,40.76487833,-73.98405537
36837,40.75834793,-73.97744508
36897,40.75849442,-73.98086536
21249,40.76140197,-73.97611624
36836,40.75847737,-73.97735313
21245,40.7664886,-73.98009244
36745,40.75977696,-73.97808394
20980,40.7634923,-73.97499663
37908,40.76148843,-73.98019711
21052,40.76308083,-73.97648665
37905,40.76166373,-73.9806108
37907,40.76154214,-73.98032386
20981,40.76342294,-73.9748301
37904,40.76172813,-73.98076279
21244,40.7664423,-73.97998173
37910,40.761381,-73.97994359
37909,40.76143472,-73.98007035
21221,40.76439176,-73.97761693
38034,40.764804,-73.98253139
37938,40.76402913,-73.98428377
21212,40.76739832,-73.98154743
38024,40.7633627,-73.97882144
36977,40.76080451,-73.97664336
38567,40.7610541,-73.98415085
61490,40.75692059,-73.97712602
21251,40.76148563,-73.97631527
36895,40.75844802,-73.98075515
61489,40.75690019,-73.97707733
38032,40.76488166,-73.98271582
38081,40.76553315,-73.98230065
38033,40.76483725,-73.98261034
38080,40.76556672,-73.98238019
38079,40.7656003,-73.98245972
37906,40.76159586,-73.98045062
21220,40.76435195,-73.97752213
38035,40.76477129,-73.9824537
38076,40.76585371,-73.98306003
38075,40.76588116,-73.98312505
38077,40.765826,-73.98299438
61494,40.75702495,-73.97737514
76813,40.7593018,-73.97335732
61493,40.75700482,-73.97732709
76812,40.75935426,-73.97348169
76623,40.75869843,-73.97695773
76811,40.75940445,-73.97360069
61491,40.75696217,-73.97722529
61492,40.75698363,-73.97727651
76622,40.75859678,-73.97703223
76733,40.75877648,-73.97375351
76732,40.75872528,-73.97363401
38021,40.76355486,-73.979279
37918,40.76208439,-73.97968889
37988,40.76181551,-73.98133975
55876,40.74822788,-73.98905433
38457,40.76371576,-73.98188194
37990,40.76151199,-73.98062165
37997,40.76130635,-73.98013514
37958,40.76264887,-73.97938984
37965,40.76362666,-73.98497508
37992,40.76143864,-73.98044813
37995,40.76134262,-73.98022096
37960,40.76271953,-73.97955707
37993,40.76140263,-73.98036294
37916,40.76229359,-73.98018436
38015,40.76313537,-73.98532821
37959,40.76268407,-73.97947314
55212,40.75436692,-73.97801004
37989,40.76177817,-73.98125141
37957,40.76261393,-73.97930717
37996,40.76132448,-73.98017805
37998,40.76128794,-73.9800916
37994,40.76136049,-73.98026324
37991,40.76147545,-73.9805352
37964,40.76390502,-73.98477034
38383,40.76387186,-73.98267937
38564,40.76083171,-73.98429393
38455,40.76364462,-73.98171588
38016,40.76331353,-73.98519769
38018,40.76394953,-73.98021876
38020,40.76359082,-73.97936463
37999,40.76126954,-73.98004807
37917,40.76218859,-73.97993568
55281,40.75499034,-73.9783695
37961,40.762755,-73.979641
38017,40.76400805,-73.98035811
38022,40.76350682,-73.97916461
38019,40.76387309,-73.98003675
38023,40.76345838,-73.97904927
37987,40.76184698,-73.98141421
37919,40.76198018,-73.9794421
55282,40.75496324,-73.97830465
38491,40.7615618,-73.9862174
38565,40.76090543,-73.9842465
76824,40.75819476,-73.97432684
76822,40.75814455,-73.97420826
76743,40.75939651,-73.97522797
76821,40.75811957,-73.97414929
38456,40.76367965,-73.98179765
38187,40.76413282,-73.9828527
76742,40.75937044,-73.97516527
38153,40.76068904,-73.98412212
38447,40.76113728,-73.98678087
38276,40.76735238,-73.98178689
38275,40.76742919,-73.98177432
38142,40.76630839,-73.9821656
55347,40.75373824,-73.97870997
37968,40.76434804,-73.97951728
38164,40.76359227,-73.97965733
38291,40.76725599,-73.98193377
38186,40.76414855,-73.98289076
38154,40.76072911,-73.98421755
38141,40.76636982,-73.98231726
76745,40.75950503,-73.97548893
38003,40.76119592,-73.97987391
37970,40.7644423,-73.97973997
38251,40.76745889,-73.98217945
38000,40.76125114,-73.98000453
38107,40.76587253,-73.98284625
38372,40.76063235,-73.98592128
38257,40.76752863,-73.98191442
38183,40.76460535,-73.98399651
76746,40.75955969,-73.97562037
55280,40.75506914,-73.97855802
37969,40.76438542,-73.9796056
38103,40.76561584,-73.98224256
38002,40.76121433,-73.97991745
38001,40.76123273,-73.97996099
38106,40.76584412,-73.98277945
38004,40.76117752,-73.97983037
76765,40.76013953,-73.97530239
76766,40.76009396,-73.97519694
38109,40.76594969,-73.98302773
38219,40.76133717,-73.98170775
38221,40.76141197,-73.981886
38104,40.76576749,-73.98259922
38108,40.76591057,-73.98293573
38408,40.76336497,-73.98173296
38159,40.76327128,-73.97889499
76744,40.75942549,-73.97529765
55337,40.75379509,-73.97940921
38185,40.76416427,-73.98292883
38215,40.76117961,-73.9813323
38222,40.76144937,-73.98197513
38272,40.76258681,-73.97891862
38165,40.76364759,-73.9797887
38211,40.7609271,-73.98073056
55133,40.75686734,-73.97729224
38202,40.76073877,-73.98028179
38204,40.76077537,-73.98036902
38268,40.7627423,-73.97928775
38207,40.76083028,-73.98049986
38270,40.76267952,-73.97913871
38351,40.76287464,-73.97837811
38151,40.76058938,-73.98388482
76823,40.75816965,-73.97426755
55338,40.75370763,-73.97920225
38373,40.76067733,-73.98602716
38375,40.76083366,-73.98639525
38189,40.76407228,-73.98270616
55339,40.75361564,-73.97898456
38208,40.76084858,-73.98054347
38205,40.76079367,-73.98041263
55223,40.75497295,-73.97861945
55224,40.75499897,-73.97868096
38214,40.76114301,-73.98124507
38216,40.76122471,-73.98143975
38350,40.76280965,-73.97842495
38223,40.76148677,-73.98206425
38203,40.76075707,-73.9803254
38162,40.76341755,-73.97924237
55452,40.75337449,-73.97897315
55453,40.75332855,-73.97900712
55455,40.75302519,-73.97923144
38409,40.76350879,-73.98162743
38212,40.76095389,-73.9807944
38074,40.76591073,-73.98319511
38226,40.76160772,-73.98235248
38376,40.76086712,-73.98647404
38152,40.76062919,-73.98397961
38190,40.76405629,-73.98266746
61495,40.75704482,-73.97742257
38209,40.76086688,-73.98058708
38210,40.76088519,-73.98063069
38213,40.76110853,-73.9811629
38201,40.76072046,-73.98023818
38269,40.76271078,-73.97921292
38271,40.76261687,-73.97898998
38184,40.76457835,-73.98393117
37940,40.76209852,-73.97894704
37941,40.76214772,-73.97891188
38448,40.76120363,-73.9867313
38225,40.76156104,-73.98224123
76767,40.76007715,-73.97515803
38200,40.76070216,-73.98019457
76668,40.75896623,-73.9744964
38224,40.76152364,-73.98215211
76671,40.75886579,-73.9742572
38347,40.76261852,-73.97856267
38348,40.76268255,-73.97851653
21243,40.76639561,-73.97987007
38227,40.76163929,-73.9824277
38102,40.7655853,-73.98217072
76667,40.75900869,-73.97459752
38218,40.76129977,-73.98161863
38220,40.76137457,-73.98179688
38155,40.7631157,-73.97852551
76670,40.75889963,-73.97433778
76669,40.7589328,-73.97441677
76768,40.7600107,-73.97500425
38166,40.76375995,-73.98005555
38188,40.76408774,-73.98274359
38374,40.76073515,-73.98616331
38256,40.76753189,-73.98201202
55454,40.75308979,-73.97918368
21238,40.76734587,-73.9804756
38082,40.7655065,-73.98223753
38206,40.76081198,-73.98045624
38217,40.76126211,-73.98152888
38163,40.7634484,-73.97931564
38167,40.76381859,-73.98019482
38349,40.7627461,-73.97847074
38161,40.76336622,-73.97912047
76808,40.7600328,-73.97388018
38157,40.76320851,-73.97874594
105234,40.74648034,-73.98980385
105232,40.74635118,-73.98949773
38156,40.76314575,-73.97859688
38160,40.7633343,-73.97904468
38078,40.76562721,-73.98252348
37979,40.76441354,-73.98326589
76452,40.7574641,-73.97682685
76450,40.7574411,-73.97677263
76448,40.75731681,-73.97640916
55317,40.75454927,-73.97926356
38158,40.76323989,-73.97882047
55213,40.75423814,-73.97810359
76807,40.76008863,-73.97383991
38449,40.76126257,-73.98668726
76447,40.75729074,-73.97634769
105320,40.74678326,-73.99052505
105106,40.74792032,-73.99272116
105321,40.74697108,-73.99097246
76449,40.75746374,-73.97675561
76454,40.75751227,-73.97687004
76455,40.75753086,-73.97691386
38377,40.7608955,-73.98654085
98963,40.74358589,-73.98455886
105323,40.74712931,-73.99134941
76451,40.75748019,-73.97679438
105192,40.74635669,-73.99042086
99040,40.74417334,-73.98546295
105223,40.74651116,-73.9895904
105225,40.74624005,-73.98894994
99039,40.74408807,-73.98552495
122853,40.76297632,-73.97012271
122855,40.76302505,-73.97023907
122854,40.76299883,-73.97017646
99044,40.74444861,-73.98526282
38379,40.76092549,-73.98654114
21197,40.76641597,-73.98024893
99043,40.74439336,-73.98530298
38380,40.76092549,-73.98654114
98964,40.74362442,-73.98465043
105122,40.74681438,-73.99009105
55137,40.75611843,-73.97673029
122858,40.76318737,-73.97062675
122857,40.76314023,-73.97051418
105233,40.74641776,-73.98965552
76453,40.75749543,-73.97683032
55356,40.75432128,-73.97828482
105224,40.74639023,-73.9893047
105322,40.74701829,-73.99108494
105213,40.74780467,-73.99266428
38378,40.76092549,-73.98654114
55355,40.75425258,-73.97833476
76825,40.75821987,-73.97438612
122922,40.76211648,-73.97220954
105214,40.74770906,-73.99243687
122856,40.76304808,-73.9702941
134324,40.75394686,-73.98065821
133673,40.75050188,-73.98341556
133674,40.75046949,-73.98333848
134325,40.75401079,-73.98061036
133552,40.74585744,-73.98804302
105217,40.74707525,-73.9909293
133550,40.74591183,-73.98817173
133549,40.74593236,-73.98822031
171679,40.75985436,-73.98771676
133669,40.75062876,-73.98371758
133551,40.74588597,-73.98811053
105167,40.74702916,-73.98964491
105175,40.74625921,-73.99020887
134469,40.74613042,-73.98611384
105176,40.74612542,-73.99030617
134326,40.7540647,-73.98057001
133671,40.75056399,-73.98356341
133672,40.75053161,-73.98348633
134468,40.74619684,-73.98606594
133547,40.75232353,-73.98390274
99042,40.74433667,-73.9853442
134467,40.74630609,-73.98598714
134341,40.75388002,-73.98047002
122824,40.76022754,-73.97332089
134416,40.7547607,-73.98372397
122783,40.76059843,-73.97346458
122785,40.76045255,-73.97356817
122825,40.760149,-73.97313712
122822,40.76030716,-73.97350717
122782,40.76067185,-73.97341245
122826,40.76009601,-73.97301314
122823,40.76026815,-73.97341592
133548,40.75268553,-73.98476381
122784,40.76052549,-73.97351638
133596,40.75252856,-73.9816951
134415,40.75471685,-73.98361974
134414,40.75397413,-73.98185424
21237,40.76739733,-73.98059865
133459,40.75619441,-73.97470346
133666,40.7510869,-73.98480815
133667,40.75106567,-73.9847576
134215,40.74752681,-73.9850945
133668,40.75100966,-73.98462428
105215,40.74749235,-73.99192139
133553,40.74576479,-73.98782377
133745,40.75064707,-73.98306475
133748,40.75084014,-73.98292423
133746,40.75071959,-73.98301197
105216,40.74745105,-73.99182316
133744,40.75058655,-73.98310879
133560,40.74564408,-73.98782056
133554,40.74558549,-73.98739946
133457,40.7563104,-73.97461902
149020,40.74900854,-73.99005452
133743,40.75052603,-73.98315283
133458,40.75627006,-73.97464839
133460,40.75615239,-73.97473405
133747,40.75077963,-73.98296827
133670,40.75059638,-73.9836405
133584,40.74557989,-73.98650651
134214,40.74757671,-73.98505803
134202,40.74790145,-73.98482248
133585,40.74545396,-73.98659786
134413,40.75391035,-73.98170265
134470,40.74606472,-73.98616123
