tree_id,latitude,longitude
190398,40.78853777,-73.94362576
190400,40.78845662,-73.9434339
190413,40.78792705,-73.94218177
190418,40.78777343,-73.94181856
190419,40.7877398,-73.94173904
190409,40.7880541,-73.94248217
156824,40.78793128,-73.94804647
190403,40.78835052,-73.94318303
190414,40.78789328,-73.94210193
190416,40.78783376,-73.94196119
156378,40.78663785,-73.9466522
74029,40.79536511,-73.9456159
190410,40.78801994,-73.94240139
156822,40.78783662,-73.94782235
190411,40.78798684,-73.94232313
190412,40.78795347,-73.94224425
190417,40.78780012,-73.94188167
156831,40.78829126,-73.94889874
190399,40.78850173,-73.94354056
190415,40.78786659,-73.94203882
190402,40.78838816,-73.94327201
156828,40.78811527,-73.94848207
156827,40.78807127,-73.9483779
74028,40.79540378,-73.94570745
156825,40.78797648,-73.94822412
190401,40.78842606,-73.94336163
156821,40.78779528,-73.9477245
202034,40.78668492,-73.94807972
190406,40.78825576,-73.94295898
215575,40.78901477,-73.95509125
215584,40.7895873,-73.95466995
215581,40.78935254,-73.9548427
215580,40.7892895,-73.95484978
215597,40.79034401,-73.95407379
215598,40.79041641,-73.95405985
215571,40.7887848,-73.95526048
215573,40.78889499,-73.95517939
215588,40.78981056,-73.95450566
215570,40.78871218,-73.9552746
215572,40.78882717,-73.95518999
215577,40.78912017,-73.95501369
215586,40.78970755,-73.95458146
215569,40.78868419,-73.95533451
215593,40.79005203,-73.95432797
215591,40.78994204,-73.95436959
215595,40.79023046,-73.95415735
215576,40.78905714,-73.95502077
215583,40.78951468,-73.95468408
215578,40.7891841,-73.95492734
215592,40.79002109,-73.95431142
156829,40.7881926,-73.94866515
190404,40.78832169,-73.94311487
215582,40.7893973,-73.95477045
215596,40.79030739,-73.95414005
215590,40.7899404,-73.95441011
215579,40.78923516,-73.95492908
215585,40.78963494,-73.95459558
215574,40.78894215,-73.95510538
215587,40.78974753,-73.95451273
215589,40.78986012,-73.95442988
156830,40.7882366,-73.94876932
215594,40.79010446,-73.95425007
71727,40.79316067,-73.94624339
190407,40.78815593,-73.94272294
216708,40.78849811,-73.94158977
190405,40.78828886,-73.94303724
202033,40.78660049,-73.94814077
216712,40.78867987,-73.94201792
202032,40.78651703,-73.94820113
216740,40.78850672,-73.94329497
216741,40.78847784,-73.94322602
216749,40.78782825,-73.94167537
216713,40.78873716,-73.94215286
156206,40.78732054,-73.94757714
156380,40.78670131,-73.94680286
156215,40.78854626,-73.94672186
216743,40.78841371,-73.94307295
216709,40.7885562,-73.9417266
216707,40.78843801,-73.94144821
216742,40.78845425,-73.94316973
216710,40.78860626,-73.94184452
216711,40.78865311,-73.94195486
216738,40.78862052,-73.94356665
215600,40.79053286,-73.95397575
215602,40.79066279,-73.9538819
190385,40.78823603,-73.94403646
215599,40.7904693,-73.95398251
72186,40.79267377,-73.95122182
216746,40.7882595,-73.94270481
216796,40.78942929,-73.94184322
156826,40.78804727,-73.94832109
216744,40.78836628,-73.94295973
216803,40.78974299,-73.94258516
216797,40.78947279,-73.9419461
216739,40.78853401,-73.94336012
216800,40.78959154,-73.94222697
216697,40.78746718,-73.9383925
216704,40.78802762,-73.94137843
156216,40.78873731,-73.94658243
156213,40.78759416,-73.94737746
216699,40.78726055,-73.94163282
216700,40.78718858,-73.94168546
216801,40.7896221,-73.94229924
216745,40.7883162,-73.94284018
216747,40.78819378,-73.94254795
216802,40.78964878,-73.94236236
216799,40.78955899,-73.94214997
190408,40.78808894,-73.94256453
216754,40.78882646,-73.94079622
215607,40.7909534,-73.95363287
156823,40.78787661,-73.94791705
216703,40.78791275,-73.94146255
156214,40.78846177,-73.94678352
216705,40.78818783,-73.9412611
216798,40.78951175,-73.94203825
216702,40.78786526,-73.94149733
216701,40.78712645,-73.9417309
215612,40.79130427,-73.95338001
215615,40.7915497,-73.9532104
215614,40.79150059,-73.95328309
216748,40.78813748,-73.94241353
216753,40.78868505,-73.94090004
215609,40.79114448,-73.95353399
216795,40.78936738,-73.94169679
216789,40.78902939,-73.94089742
216794,40.78930533,-73.94155004
216790,40.7890857,-73.94103059
216716,40.78886303,-73.94357649
215611,40.79126189,-73.95344919
215616,40.79162014,-73.95320047
190384,40.78817104,-73.94408406
216694,40.78713872,-73.93868959
216686,40.7865075,-73.93920506
216683,40.78618083,-73.93953339
216684,40.78625657,-73.93946643
216689,40.7868318,-73.93896049
216685,40.78633481,-73.93939689
216687,40.78657526,-73.93914601
216696,40.7873952,-73.9384436
216692,40.78699415,-73.9388199
216695,40.78722353,-73.93861741
215613,40.7914282,-73.95329437
215608,40.79102658,-73.95361915
216791,40.78913561,-73.94114862
215605,40.79083069,-73.95372149
216792,40.78921647,-73.94133986
215604,40.7907855,-73.95379328
215606,40.7909082,-73.95370465
215603,40.7907152,-73.95380491
215610,40.79118727,-73.95346395
216691,40.7869337,-73.93887234
216690,40.78686661,-73.93888916
216693,40.78701551,-73.93875886
157098,40.78853494,-73.94920064
216752,40.78858678,-73.94097218
216715,40.78885267,-73.94242494
216714,40.78880274,-73.94230734
215601,40.79059346,-73.95389284
216688,40.78676217,-73.93898097
216698,40.78754201,-73.9383473
216838,40.7890284,-73.94259131
216833,40.78922853,-73.94306883
216840,40.78897432,-73.94246229
229051,40.78935287,-73.94140377
229052,40.78931188,-73.94130649
